anonymous,author_shopid,author_username,cat_id,cmtid,comment,count_rating_with_image,count_with_context,ctime,editable,item_id,mtime,orderid,product_title,rating,rating_count0,rating_count1,rating_count2,rating_count3,rating_count4,rating_count5,rating_star,shopid,userid
False,11351559.0,fujizhong05,100644,8977614891.0,"Jujur awalnya gw gak ada planning beli ssd karena mahal banget untuk storage 500an gb.
Tapi sejak pc gaming melambat gak jelas, akhirnya pertimbangin ssd. Jujur worthed banget setelah pake ssd EX2 ini. Jadi kencang banget pc gw. Cek garansi di website official nomornya terdaftar juga. Moga awet deh!",158,187,1657864358.0,0.0,3746354838,1671498904.0,110778767166081.0,"TEAMGROUP SSD 2.5"" EX2 Series 512GB Sata3",423,423,0,1,7,29,386,4.898104265402844,76511815,11352859.0
True,23814122.0,d*****e,100644,8948557374.0,"barang sampai dengan selamat, pengemasan baik dan aman. ssd terdeteksi dan bekerja dengan baik. mudah2an awet.
thx seller sukses terus lapaknya.
#staysafe #stayhealthy",521,692,1657627986.0,0.0,1732290443,1669740615.0,110569285188120.0,V-GEN SSD M.2 SATA 128GB 256GB 512GB 1TB 2TB TURBO M2 128/256/512 GB/1 TB/2 TB VGEN 2280,2026,2026,12,2,12,152,1848,4.889822134387352,81074395,23815457.0
False,56750952.0,afthonm,100644,8871051085.0,"BARANG SESUAI, RESPON SELLER SANGAT RAMAH. Terimakasih banyak. Semoga sukses selalu..
Respon after sale pun tetap ramah. Bintang 10 buat seller.",149,201,1657000756.0,2.0,2122469212,1671796134.0,110347452143202.0,"SSD KINGSTON 240GB SATA 2.5 """,558,558,2,2,2,37,515,4.901433691756273,95959099,56752376.0
False,31048566.0,ardhi1221,100644,9836695528.0,"Fitur Terbaik:Original dan dalam di segel
Sepadan dengan Harga:sesuai dengan barang

Pengemasan rapi dan aman.
Kondisinya bagus.
Akan di test untuk upgrade laptop.
Mudah2an konek dan Drive tidak corrupt.
Nyaman belanja di sini",888,1083,1666006460.0,0.0,264232117,1666563795.0,119334144163107.0,"WD Green SSD 240GB Sata 3 - WDC Green 240 GB 2.5""",2921,2921,2,3,19,254,2643,4.894214310167751,22146031,31049950.0
False,291260463.0,rizalalfiandi10,100644,10271515156.0,"Fitur Terbaik:ssd NVMe M.2
Sepadan dengan Harga:ya

Barang yang datang sesuai dengan pesanan, free baut dan tambahan masker pula 👍 pengiriman cepat, pokoknya recomended 👍",25,34,1670667410.0,1.0,20831776123,1671668768.0,124036185240512.0,SSD PNY M.2 NVME CS1031 500GB/1TB/2TB RESMI,73,73,0,1,0,5,67,4.890410958904109,457005405,291279711.0
False,36614324.0,maszen71,100644,8061237300.0,"Barangnya bagus banget, semoga awet dan tidak gampang rusak, kualitas nya bagus, langsung suka, sesuai dengan harapan , mantap banget, recomended dah",176,200,1649856728.0,0.0,4962134665,1668984055.0,103089137575232.0,"(SERUNI) SSD V-GEN SATA 3 Solid State Drive 2.5""",672,672,0,2,1,37,632,4.937219730941704,3684562,36615708.0
False,126567996.0,didiktombrow,100644,10133917058.0,Oke barang sudah sampai dengan baik dan benar terimakasih banyak hehehehe dan bisa jadi langganan bos,21,27,1669186784.0,0.0,20008036565,1669186784.0,122651057192908.0,Midasforce SSD NVMe Lightning Max 512GB,53,53,1,0,1,2,49,4.849056603773585,14954873,126569820.0
False,24486994.0,julindalinda,100644,9509603741.0,"Barangnya datang dengan cepat, respon penjual sangat baik. Barangnya bagus langsung di pasang. Bakal beli lagi di sini, mantap sekali",443,513,1662725721.0,0.0,1306289214,1669263800.0,115962708261570.0,SSD V-Gen 256GB - Sata 3 VGen 256 GB,1714,1714,2,7,9,122,1574,4.9030939871570345,15607053,24488330.0
True,132374241.0,a*****3,100644,10021398439.0,"Fitur Terbaik:Bagus
Sepadan dengan Harga:Tidak tau

Tidak sesuai dengan yang ada di box. Tapi yasudah lah, namanya juga tidak ada yang sempurna",28,37,1668103017.0,0.0,16786277329,1671291290.0,121437706298713.0,"PNY SSD CS900 250GB 2,5inch Internal SATA III 6Gb/s",73,73,0,1,0,5,67,4.890410958904109,457005405,132376065.0
False,319423020.0,gratiopramada,100644,10099010056.0,"Fitur Terbaik:bagus blom di coba
Sepadan dengan Harga:sepadan

Semoga awett aminn",184,213,1668828900.0,0.0,17013072511,1668828900.0,122174769293209.0,"SSD V-GeN 128GB 256GB 512GB 1TB SATA 3 Solid State Drive 2.5"" VGEN",682,682,1,0,6,29,646,4.9340175953079175,129681898,319442619.0
True,52411432.0,a*****.,100644,8397021010.0,Produk yang dikirimkan sesuai dengan gambar produk dan pengiriman cepat,24,33,1652782988.0,0.0,7908417028,1652782988.0,106042994200249.0,C - SSD V-Gen Platinum 128GB/256GB/512GB / Sata 3 VGen 128 GB/256GB/512GB,141,141,0,0,1,11,129,4.907801418439717,9370819,52412820.0
True,57845776.0,u*****n,100644,9443625526.0,"Pengiriman aman, produk sesuai pesanan, dan berjalan dengan lancar di Laptop Jadul, semoga awet

Sukses selalu",7,12,1662084902.0,0.0,15660542040,1663391342.0,114436766205591.0,Ramos SSD SATA 256GB Black Gold,42,42,0,0,1,1,40,4.928571428571429,14954873,57847201.0
True,127895201.0,z*****i,100644,10201199043.0,"Fitur Terbaik:boleh lah dengan harga segitu

Barang mantap
Packing aman",811,987,1669887702.0,1.0,2040387931,1671798525.0,123324455199579.0,SSD ADATA SU650 240GB - SSD SATA 3 / SSD SATA III - SSD 2.5 inch - SSD 240GB,2518,2518,5,1,24,192,2296,4.895552025416998,135238684,127897025.0
True,167123022.0,w*****b,100644,10364983429.0,"Fitur Terbaik:simpel dan elegan
Sepadan dengan Harga:sesuai dengan fungsi dan pitur

Barang sesuai deskripsi, teknologi yg baik
Respon penjual cepat dan ramah,kurir cepat",102,133,1671549158.0,1.0,13321743580,1671594826.0,125126467110095.0,SanDisk Extreme Portable USB 3.1 Type-C External SSD,361,361,0,0,0,15,346,4.958448753462604,517737252,167125294.0
True,182130247.0,e*****o,100644,9809643108.0,"Fitur Terbaik:packing lumayan tebel dan Bagus
Sepadan dengan Harga:sesuai

Barang sesuai dengan deskripsi dan mantap.. semoga awet... TKS seller 😃",17,21,1665737168.0,0.0,16365533017,1665737168.0,119353001140150.0,"SSD V-GeN 128GB  256GB 512GB 1TERA SATA III 2.5""",73,73,0,0,1,2,70,4.945205479452055,20265343,182132899.0
False,242834698.0,pian855,100644,10264546300.0,"Sepadan dengan Harga:mantap harganya
Fitur Terbaik:oke

Mudah2an awet   dan bagus   beli rx 7 belum pernah gagal",314,401,1670586182.0,1.0,8646515502,1670586182.0,124086010140758.0,SSD RX7 512GB GARANSI RESMI 3 TAHUN,1303,1303,5,1,8,79,1210,4.912442396313364,95959099,242840329.0
False,575839511.0,nasrulrzk,100644,10385760890.0,Fitur Terbaik:mantap,21,22,1671776424.0,1.0,21022289006,1671776424.0,124935115241940.0,SSD NVME M.2 256GB KAIZEN SSD NVMe M.2 PCIe Gen3 GARANSI RESMI,87,87,1,0,1,7,78,4.850574712643678,22284958,575859096.0
False,159581816.0,pujakaliajaga,100644,6853782382.0,"Alhamdulillah sudah sampai,terimakasih dan blablablablabla",130,140,1639114379.0,0.0,4850629427,1670459887.0,92654969460282.0,SSD Solid State Drive V-GeN 128GB SATA lll,462,462,2,0,7,42,411,4.861471861471862,38956854,159583858.0
False,665001403.0,zamproject,100644,9631007987.0,"Fitur Terbaik:pengepakan rapih dan aman, pengiriman cepat
Sepadan dengan Harga:ya

Sementara review tampilan dulu,mudah-mudahan barang berjalan sempurna",1102,1409,1663843559.0,0.0,6482316799,1670845739.0,117246857290272.0,"SSD EYOTA 256GB SATA III 2.5"" 6GB/S GARANSI RESMI",5238,5238,28,11,64,408,4727,4.871466768525592,22284958,665020988.0
True,148469686.0,a*****2,100644,7060493845.0,"Barangnya Oke 👍🏻

Tidak ada kendala dalam pemakaian.
Hanya saja pengirimannya yang agak lama.",176,229,1640709491.0,0.0,5469904967,1671557001.0,93762344525132.0,SSD M2 NVME / M.2 NVME/ M2NVME 512GB RX7 RESMI GARANSI 3 TAHUN,684,684,0,2,1,42,639,4.926900584795321,95959099,148471510.0
True,150019344.0,r*****s,100644,6763147189.0,"Dari dulu selalu percaya sih sama kualitas teamgroup gak abal"", selain seller responsif dan komunikatif, packing kardus good. Top markotop !",144,168,1638279398.0,0.0,6750174477,1665184785.0,91611795138191.0,"TEAMGROUP SSD 2.5"" CX2 Series 256GB Sata3",424,424,1,0,1,33,389,4.908018867924528,76511815,150021168.0
False,431370721.0,asepdemes,100644,9814193699.0,"Semoga awet product-nya
Sudah saya pakai SSD-nya ke PlayStation 3 saya
Pas dipakai langsung lancar 😁",9,9,1665770498.0,0.0,18111233878,1665770498.0,119083503275686.0,"SSD V-GeN Rescue 240GB SATA 3 Solid State Drive 2.5""",36,36,0,0,1,1,34,4.916666666666667,38956854,431390298.0
False,401105168.0,ahmadbriski,100644,10381115650.0,"Fitur Terbaik:bagus
Sepadan dengan Harga:terjangkau harga

Terimakasih paket sudah sampai, packing nya rapi dan kurir ngantar ramah",63,64,1671715347.0,1.0,9431611209,1671715347.0,124655544177183.0,Samsung SSD 980 SSD 250GB / SSD 500GB / SSD 1TB M.2 SSD M2 PCIe GEN3.0 NVME 1.4 2280 M2 SSD Internal SSD WD SSD ADATA SSD SANDISK Garansi 5thn,240,240,0,1,3,16,220,4.895833333333333,90341746,401124745.0
True,56208776.0,g*****o,100644,9744735944.0,"Mantap ga nyampe sejam sampe langsung tes aman, semoga awet, terima kasih",5,7,1665055798.0,0.0,8622106026,1670002867.0,118732343296210.0,SSD Midasforce 1TB  resmi original (Garansi 3 Tahun),17,17,0,0,0,0,17,5.0,98542647,56210200.0
False,638768891.0,abid_aqila002,100644,10384180736.0,"Trimakasi ya kak 
Penjual sangat baik
Pengiriman cepat
Barang original",2,3,1671764340.0,1.0,20652860049,1671764340.0,124595182266677.0,Xiaomi 4tb Hardisk Eksternal ssd 500gb 1tb 2tb Usb 3.1 Tipe-c,13,13,1,0,0,1,11,4.615384615384615,869566093,638788476.0
False,207534773.0,faisal020901,100644,9576327295.0,"Baranya bagus, pengantarannya cepat, pokony mantep dah",1143,1425,1663297637.0,0.0,2040373331,1668612195.0,116910785278240.0,SSD ADATA SU650 120GB - SSD SATA 3 / SSD SATA III - SSD 2.5 inch - SSD 120GB,3653,3653,12,11,37,308,3285,4.875274122807017,135238684,207538089.0
False,123263929.0,ekodiyantoro02,100644,10084667701.0,"Fitur Terbaik:mantap sekali
Sepadan dengan Harga:sangat memuaskan

leptop yang kemarin lelet sekarang menjadi cepet ,, mantap sekali",5,6,1668686163.0,0.0,23100279668,1668686163.0,122035970262052.0,Midasforce SSD M.2 SATA3 Hyper Lightning 256GB,11,11,0,0,0,1,10,4.909090909090909,14954873,123265753.0
False,469298420.0,1nonapulau,100644,6715087460.0,"Pengiriman cepat banget. 
Semoat was-was apa barangnya bisa aman ga di jalan dan tiba dg kondisi baik, mengingat jauh ke ambon. 
Ternyata packingannya bagus, barangnya aman. Masih disegel juga. 
Trimakasih",273,346,1637842923.0,0.0,6144242229,1662734592.0,90846247207893.0,"SSD 128GB 256GB 512GB 1TB V-GeN Platinum SATA III Solid State Drive 2.5"" HDD",1174,1174,10,6,17,98,1043,4.840579710144928,82223051,469317997.0
True,131428127.0,f*****5,100644,10040581008.0,"Fitur Terbaik:Pentransferan Data Cepat 5Gbs-10Gbs
Sepadan dengan Harga:Harga Original Sepadan

Paket Sudah Diterima Dengan Aman.Yang Saya Salut Itu Dipengemasannya Triple Shield Pelindung Jadi Produk Didalam Tidak Terjadi Kerusakan Dan Benturan.Untuk Produk Toko Saya Kasih Good Job Karena Barang Yang Disediakan Original Seperti Digambar dan Dideskripsi.Thankss Buat Toko dan Kurir.",159,186,1668316166.0,0.0,3977420670,1671180985.0,121765258109577.0,"[Samsung Bundle] iKawai 2139U3 HDD Enclosure SSD HDD Casing HDD Casing SSD Internal 2.5"" USB 3.0 Casing SATA Compatible Enclosure Case Orico 2139U3 HDD Harddisk Enclosure",643,643,1,1,10,56,575,4.870917573872473,90341746,131429951.0
False,100601204.0,suproni80,100644,10071482039.0,"Fitur Terbaik:bagus
Sepadan dengan Harga:bersahabat

Sangat rekomen",508,686,1668583714.0,0.0,4643110375,1669980864.0,122080979166878.0,SSD Midasforce 256 gb SSD Midas force 256GB resmi Original,2104,2104,6,5,14,129,1950,4.909871244635193,134085755,100602682.0
False,322148379.0,xflonine9,100644,3226950224.0,"produk mulus, ori midasforce, packing yg wah wah rapi dan protection ny yg bagus, semoga awet.",47,63,1603212965.0,0.0,6339207250,1670019795.0,56608962179326.0,SSD Midasforce 1TB Solid State Drive  Midas force resmi original,179,179,2,0,1,7,169,4.905027932960894,134085755,322167978.0
False,752615091.0,berylbit,100644,10067868603.0,"Fitur Terbaik:Sangat Bagus
Sepadan dengan Harga:Terjangkau

Kualitas dan Harga sangat baik. Rekomended Seller.",168,257,1668558641.0,0.0,200305491,1668558641.0,121924290138406.0,SSD Solid State Drive V-GeN 256GB SATA 3 SSD SATA III VGEN,668,668,1,1,7,57,602,4.883233532934132,17847558,752634676.0
True,419964942.0,d*****n,100644,9545063426.0,"Fitur Terbaik:Solid State Drive
Sepadan dengan Harga:Murah Tapi Gak Murahan

Barang diterima dengan baik,packing rapih & aman+bubble wrap..pengiriman cepat gak sampai 24 jam,padahal order di hari minggu 👌
Semua sesuai deskripsi dan fitur SSD itu sendiri.
Surface test terhadap SSD gak ada error sector.
Seller responsif..itu ciri khas recommended seller 👍
Terima kasih 🙏",31,39,1663042084.0,0.0,1222384029,1670559802.0,116576201238933.0,SSD Midasforce Super Lightning [240GB],105,105,0,0,0,5,100,4.9523809523809526,73063193,419984519.0
False,15546128.0,irfanramadhan21,100644,10126581010.0,"Sepadan dengan Harga:terjangkau kualitas bersaing
Fitur Terbaik:bagus

pendatang baru dengan kecepatan yang memuaskan",8,13,1669111246.0,0.0,15260541254,1669111246.0,121087822294979.0,Ramos SSD SATA 128GB Black Gold,36,36,0,0,0,2,34,4.944444444444445,14954873,15547464.0
False,131601603.0,yusufputrajauhar,100644,9921200841.0,"Fitur Terbaik:ok bgt

Smoga pkek merk ini bisa awet dan berkah dan bermanfaat untuk semua tugas tugas yg perlu diselesaikan...",6,14,1666937576.0,0.0,21136908540,1666937576.0,119970941283822.0,Drive Wd 2.5 Inch Built-In 120GB / 128GB / 240GB / 256GB / 480GB / 512GB / 960GB,18,18,0,0,0,4,14,4.777777777777778,827702104,131603427.0
False,770821813.0,alainnuaryginting,100644,10027409661.0,"Paket sudah di Terima, kualitas baik

Semoga tidak ada kendala ketika di pasang",7,7,1668165331.0,0.0,14791471064,1668165331.0,121258336183277.0,Transcend SSD SATA3 SSD225S,12,12,0,0,0,1,11,4.916666666666667,380229329,770805567.0
False,417258481.0,agritekno_store,100644,10092238099.0,"Sepadan dengan Harga:keren
Fitur Terbaik:mantap

Rekomended bos",11,15,1668758928.0,0.0,20651992622,1670166564.0,121852757165540.0,"SSD WD Green 2.5"" SATA3 6GB/s",45,45,0,0,0,4,41,4.911111111111111,8530170,417278058.0
False,44364783.0,devidolphin81,100644,8728434137.0,"Fitur Terbaik:ringan
Sepadan dengan Harga:terjangkau

Produk aseli",120,136,1655708308.0,0.0,6350628115,1670637605.0,108819022384219.0,SSD Solid State Drive V-GeN 256GB SATA III,527,527,0,1,7,39,480,4.899239543726236,38956854,44366169.0
False,266986021.0,m1h1olflza,100644,10245622827.0,"Sudah ke sekian kalinya saya beli di sini dan barang selalu bagus, no tipu-tipu. Semoga harganya semakin murah, agar bisa beli banyak. Terimakasih",8,8,1670394999.0,1.0,19364973577,1670394999.0,123998402105757.0,"Samsung SSD 870 EVO 250GB 500GB 1TB 2.5"" SATA III Internal SSD SATA3",9,9,0,0,0,0,9,5.0,688475855,266988956.0
False,135076101.0,andryasprastika,100644,10354060661.0,"Walaupun berbeda kota bubblewerpnya tebel bnget, ramah penjualnya respontnya saya acungi jempol recomendet bnget",3,6,1671446221.0,1.0,20153210006,1671446221.0,125048735116427.0,SSD RX 7 256GB GARANSI RESMI 3 TAHUN,22,22,0,0,0,1,21,4.954545454545454,339197822,135077925.0
True,144412799.0,t*****1,100644,7892531625.0,semoga awet...damai sejahtera..lancar jaya bagi keberhasilan dan makin banyak cuan berlimpah bago aku saya dan gua..pelit ngt cuma dikasih 25 coin bikin kata kata aja begini lah,164,221,1648516865.0,0.0,11127214808,1670799366.0,101808412249551.0,"SSD EYOTA 240 GB SATA III 2.5"" 6GB/S GARANSI RESMI 5 TAHUN",747,747,5,2,3,62,675,4.874163319946453,22284958,144414623.0
True,372829693.0,k*****i,100644,9735022784.0,"Fitur Terbaik:murah, cepat,sesuai harga
Sepadan dengan Harga:top

Ada 2 ukuran caddy hdd

12 dan 9,5mm 

Awas keliru kalau beli",64,97,1664960469.0,0.0,12173770384,1671777886.0,118340648269890.0,HDD CADDY TIPIS 9.5MM & 12.7MM SATA / SSD CADDY,421,421,10,3,9,44,355,4.736342042755345,161298697,372849270.0
False,315126892.0,david_artur99,100644,9626947506.0,"Fitur Terbaik:Respon Penjual Sangat Baik
Sepadan dengan Harga:Product Original

Pengiriman cepat, packing rapi",9,10,1663813642.0,0.0,20429987020,1663813642.0,117274601226408.0,SSD Crucial® MX500 Crucial® SSD SATA 2.5” 7mm (with 9.5mm adapter),18,18,0,0,0,0,18,5.0,827653191,315146491.0
False,156489036.0,shihance,100644,3273686279.0,"Mantab, kualitas oke, sangat memuaskan, pengiriman snagat cepat... seller sangat terpercaya, hadiahnya mantulll...",50,60,1603882993.0,0.0,4604375879,1670816507.0,57468079248629.0,HP SSD EX900 500GB Internal 2280 M2 NVMe PCIe 2100MBPS Garansi Resmi 3Th Comparable Samsung SSD 500,164,164,0,0,1,13,150,4.908536585365853,193243881,156490992.0
False,156489036.0,shihance,100644,3273686279.0,"Mantab, kualitas oke, sangat memuaskan, pengiriman snagat cepat... seller sangat terpercaya, hadiahnya mantulll...",0,0,1603882993.0,0.0,19612667137,1670816507.0,57468079248629.0,HP SSD EX900 500GB Internal 2280 M2 NVMe PCIe 2100MBPS Garansi Resmi 3Th Comparable Samsung SSD 500,0,0,0,0,0,0,0,0.0,769981880,156490992.0
False,37795109.0,adhaardiansyah,100644,3316644079.0,"Terbaik lah pokoknya mantul
Adminnya ramah,tanya tanya dulu sebelum membeli bisa,fast respon lah pokoknya mah",105,119,1604506328.0,0.0,2040572674,1663580448.0,58004204248775.0,ADATA SX6000 Lite 256GB,316,316,0,1,3,16,296,4.920886075949367,135238684,37796494.0
False,825340088.0,lail555,100644,10154556588.0,"Fitur Terbaik:terbaik
Sepadan dengan Harga:terbaik

Sangat baik, kualitas baik, cocok pokonya deh, semuga berkah kak, dagangannya pelayanan top markotop.",7,9,1669382799.0,1.0,15202235316,1669382799.0,121698109247972.0,Teamgroup SSD M.2 2280 PCI-e 3.0 x4 with NVMe MP33 PRO 512GB,28,28,0,0,0,2,26,4.928571428571429,76511815,825328636.0
False,315554279.0,rizalamhar,100644,8813957300.0,"Pengiriman fast, loading game genshin cepet banget, 
Yang kurang ram gua aja tinggal, ram lambat datangnya desuwa :(, processor tersiksa i3 gen 6, vga 920mx, Ariga thanks Gozaimuch min",209,255,1656482638.0,2.0,1353133067,1671367352.0,109843963139979.0,SSD V-Gen 512GB - Sata 3 VGen 512 GB,733,733,0,4,8,57,664,4.884038199181446,15607053,315573878.0
True,67899679.0,a*****2,100644,8794430312.0,Kualitas sangat baik.. kalo mau beli jangan yg goib  harga murah seminggu rusak yeee...,5,6,1656312656.0,0.0,2115184903,1665194089.0,109172929327761.0,SSD M.2 NVMe V-GeN 512GB,26,26,0,0,1,1,24,4.884615384615385,38956854,67901136.0
False,16294993.0,widiyonugroho,100644,7767547742.0,"suka bgt belnja di store ini 
barang ny ori kemasan rapih 
admin fast respon",9,41,1647401769.0,0.0,3271858680,1647401769.0,100585799658428.0,Kingston SSD UV500 2.5 INCHI - 240GB SATA III TLC SSD SUV500 240G - JU,274,274,0,0,0,6,268,4.978102189781022,65009419,16296329.0
True,137254031.0,f*****m,100644,8515268084.0,Terimakasih. Produk sudah saya terima dengan baik dan selamat. Semoga bisa langganan terus min.,25,29,1653834766.0,0.0,1770667849,1668582299.0,106711810621116.0,SSD M.2 Sata V-GeN 256GB,110,110,1,0,1,14,94,4.818181818181818,38956854,137255855.0
False,15480608.0,heru20okt,100644,9577727361.0,"Sudah mendarat dengan aman dan selamat semoga awet, terimakasih",9,13,1663307707.0,0.0,20318150085,1669691848.0,116823319247331.0,SSD M2 SATA / M.2 SATA / M2SATA 512GB KAIZEN RESMI (GARANSI 5 TAHUN),41,41,1,0,0,2,38,4.853658536585366,22284958,15481944.0
True,119778619.0,d*****a,100644,6527281566.0,"Produk mantappp 
Rekomen banget 
Kalau ada kesempatan boleh lah upgrade ke 512 gb
Thank you min sangat memuaskan",47,59,1636425698.0,0.0,2115175159,1661861284.0,89638898101415.0,SSD M.2 NVMe V-GeN 256GB,183,183,0,0,1,17,165,4.896174863387978,38956854,119780443.0
